"","X","region","population","sex","age","education","income","statusquo","vote","vote_yes"
"1241",1351,"S",250000,"F",32,"PS",35000,0.2002,"A",NA
"1242",1352,"S",250000,"M",29,"S",75000,-1.08646,"N",0
"1243",1353,"S",250000,"F",31,"S",75000,0.18242,"U",NA
"1244",1354,"S",250000,"M",45,"S",75000,1.01395,"Y",1
"1245",1355,"S",250000,"F",38,"S",35000,-1.29617,"N",0
"1246",1356,"S",250000,"M",56,"S",35000,-0.93647,"U",NA
"1247",1357,"S",250000,"M",48,"P",35000,0.11316,"Y",1
"1248",1358,"S",250000,"F",29,"PS",200000,-1.29617,"N",0
"1249",1359,"S",250000,"F",49,"S",125000,0.06119,"Y",1
"1250",1360,"S",250000,"M",18,"S",75000,-1.22285,"N",0
"1251",1361,"S",250000,"F",32,"PS",75000,1.01661,"Y",1
"1252",1362,"S",250000,"F",57,"S",35000,0.27836,"U",NA
"1253",1363,"S",250000,"F",39,"P",7500,-0.55281,"N",0
"1254",1364,"S",250000,"M",25,"S",15000,-0.48886,"U",NA
"1255",1365,"S",250000,"M",65,"PS",35000,-1.23032,"N",0
"1256",1366,"S",250000,"F",52,"P",15000,-0.87337,"N",0
"1257",1367,"S",250000,"M",64,"P",7500,-1.12468,"N",0
"1258",1368,"S",250000,"F",38,"S",2500,0.47106,"U",NA
"1259",1369,"S",250000,"F",35,"P",35000,0.65343,"U",NA
"1260",1370,"S",250000,"M",20,"P",15000,-0.68757,"N",0
"1261",1371,"S",250000,"F",40,"P",7500,-0.03691,"Y",1
"1262",1372,"S",250000,"F",21,"S",7500,1.1925,"A",NA
"1263",1373,"S",250000,"M",68,"S",35000,-1.04094,"N",0
"1264",1374,"S",250000,"M",31,"P",15000,1.36267,"Y",1
"1265",1375,"S",250000,"M",23,"S",125000,-1.06402,"N",0
"1266",1377,"S",250000,"F",18,"S",35000,-1.16969,"U",NA
"1267",1378,"S",250000,"F",31,"S",7500,0.59524,"U",NA
"1268",1379,"S",250000,"M",22,"S",35000,-0.96697,"N",0
"1269",1380,"S",250000,"M",37,"S",35000,1.36617,"A",NA
"1270",1381,"S",15000,"F",59,"P",75000,1.325,"Y",1
"1271",1382,"S",15000,"F",23,"S",35000,1.51515,"Y",1
"1272",1383,"S",15000,"M",38,"P",15000,0.23917,"U",NA
"1273",1386,"S",15000,"F",41,"P",7500,-0.72318,"N",0
"1274",1387,"S",15000,"M",43,"P",15000,0.59896,"Y",1
"1275",1388,"S",15000,"M",23,"PS",7500,1.5877,"Y",1
"1276",1389,"S",15000,"F",35,"P",15000,1.5877,"Y",1
"1277",1390,"S",15000,"M",60,"P",7500,0.57763,"N",0
"1278",1391,"S",15000,"F",36,"S",2500,0.19238,"U",NA
"1279",1392,"S",15000,"M",43,"S",15000,-0.43921,"U",NA
"1280",1393,"S",15000,"F",35,"PS",35000,1.5877,"Y",1
"1281",1394,"S",15000,"M",22,"P",7500,0.67327,"N",0
"1282",1396,"S",15000,"M",25,"P",15000,-0.97709,"N",0
"1283",1397,"S",15000,"M",66,"P",15000,1.57366,"Y",1
"1284",1398,"S",15000,"F",33,"P",15000,1.40952,"Y",1
"1285",1399,"S",15000,"M",59,"P",7500,1.5877,"Y",1
"1286",1400,"S",15000,"F",67,"P",7500,0.51637,"N",0
"1287",1401,"S",15000,"M",21,"P",15000,-1.00723,"N",0
"1288",1402,"S",15000,"M",54,"P",15000,0.20137,"Y",1
"1289",1403,"S",15000,"F",35,"S",35000,0.16992,"A",NA
"1290",1404,"N",15000,"M",21,"PS",35000,1.29424,"Y",1
"1291",1405,"S",15000,"M",55,"S",35000,-1.29617,"N",0
"1292",1407,"S",15000,"M",66,"P",15000,-1.29617,"N",0
"1293",1409,"S",15000,"M",68,"P",7500,0.97936,"Y",1
"1294",1410,"S",15000,"F",20,"P",2500,0.09844,"Y",1
"1295",1411,"S",15000,"F",31,"S",35000,0.65654,"U",NA
"1296",1412,"S",15000,"M",23,"S",35000,-1.11878,"N",0
"1297",1413,"S",15000,"M",27,"S",7500,0.57369,"Y",1
"1298",1414,"S",15000,"M",60,"S",7500,0.31993,"U",NA
"1299",1415,"S",15000,"F",43,"P",7500,1.06426,"Y",1
"1300",1416,"S",15000,"M",34,"P",15000,1.5877,"U",NA
"1301",1417,"S",15000,"M",43,"P",35000,-0.54177,"N",0
"1302",1418,"S",15000,"M",37,"S",35000,1.26614,"Y",1
"1303",1419,"S",15000,"F",48,"P",2500,0.89357,"U",NA
"1304",1420,"S",15000,"F",28,"P",7500,1.1521,"U",NA
"1305",1421,"S",25000,"F",21,"S",35000,-0.80987,"N",0
"1306",1422,"S",25000,"M",50,"S",75000,-0.05229,"U",NA
"1307",1423,"S",25000,"F",45,"S",35000,-0.41564,"U",NA
"1308",1424,"S",25000,"M",30,"S",35000,0.30179,"Y",1
"1309",1425,"S",25000,"F",69,"S",7500,-0.11321,"U",NA
"1310",1427,"S",25000,"F",28,"P",35000,0.19238,"U",NA
"1311",1428,"S",25000,"F",37,"P",2500,-0.36626,"A",NA
"1312",1429,"S",25000,"M",30,"S",2500,1.00098,"Y",1
"1313",1431,"S",25000,"M",21,"P",35000,-0.35694,"N",0
"1314",1432,"S",25000,"F",40,"P",2500,-0.23049,"U",NA
"1315",1433,"S",25000,"M",57,"P",7500,0.10233,"Y",1
"1316",1434,"S",25000,"M",27,"S",15000,-0.43537,"N",0
"1317",1435,"S",25000,"F",18,"S",2500,1.56059,"Y",1
"1318",1436,"S",25000,"F",25,"P",7500,1.36755,"Y",1
"1319",1437,"S",25000,"F",49,"P",2500,0.16314,"Y",1
"1320",1438,"S",25000,"M",18,"S",7500,-1.21834,"N",0
"1321",1439,"S",25000,"M",47,"PS",35000,-1.14049,"N",0
"1322",1440,"S",25000,"F",22,"P",15000,1.54947,"Y",1
"1323",1441,"S",125000,"M",43,"PS",75000,-0.92993,"N",0
"1324",1442,"S",125000,"F",52,"P",15000,0.9584,"Y",1
"1325",1443,"S",125000,"F",24,"S",15000,-0.67175,"A",NA
"1326",1444,"S",125000,"M",18,"S",15000,-0.98612,"N",0
"1327",1445,"S",125000,"M",28,"PS",75000,-1.14049,"N",0
"1328",1446,"S",125000,"M",43,"P",200000,1.50201,"Y",1
"1329",1448,"S",125000,"F",23,"S",35000,-1.26853,"N",0
"1330",1449,"S",125000,"M",23,"PS",35000,-1.03486,"N",0
"1331",1450,"S",125000,"M",42,"PS",35000,0.66881,"U",NA
"1332",1451,"S",125000,"M",20,"S",15000,0.52377,"U",NA
"1333",1452,"S",125000,"F",20,"PS",35000,-1.0495,"N",0
"1334",1453,"S",125000,"F",48,"P",15000,-0.90176,"U",NA
"1335",1454,"S",125000,"M",36,"S",15000,0.60546,"U",NA
"1336",1455,"S",125000,"F",33,"P",75000,-1.29617,"N",0
"1337",1456,"S",125000,"F",38,"PS",125000,-0.15788,"N",0
"1338",1457,"S",125000,"M",37,"P",35000,1.28625,"Y",1
"1339",1458,"S",125000,"M",22,"PS",200000,1.12564,"Y",1
"1340",1459,"S",125000,"M",42,"PS",200000,1.54808,"Y",1
"1341",1460,"S",125000,"F",19,"PS",200000,1.54808,"Y",1
"1342",1461,"S",15000,"M",41,"P",15000,1.37299,"Y",1
"1343",1463,"S",15000,"F",23,"S",7500,0.68101,"Y",1
"1344",1464,"S",15000,"M",56,"P",7500,0.35966,"U",NA
"1345",1465,"S",15000,"F",44,"P",75000,1.40449,"Y",1
"1346",1466,"S",15000,"F",33,"P",15000,-1.29617,"N",0
"1347",1467,"S",15000,"M",19,"S",15000,1.71355,"Y",1
"1348",1468,"S",15000,"M",37,"P",35000,1.43203,"Y",1
"1349",1469,"S",15000,"F",62,"P",2500,1.26728,"U",NA
"1350",1470,"S",15000,"F",36,"P",15000,0.8591,"U",NA
"1351",1471,"S",15000,"F",26,"PS",35000,-1.04234,"N",0
"1352",1472,"S",15000,"F",36,"P",35000,0.13228,"U",NA
"1353",1473,"S",15000,"M",40,"PS",75000,0.41409,"N",0
"1354",1474,"S",15000,"M",22,"P",15000,1.14114,"Y",1
"1355",1475,"S",15000,"M",32,"P",15000,1.45955,"Y",1
"1356",1476,"S",15000,"F",19,"P",2500,0.50295,"Y",1
"1357",1477,"S",15000,"M",34,"S",75000,1.36617,"Y",1
"1358",1478,"S",15000,"M",69,"P",15000,1.39479,"Y",1
"1359",1479,"S",15000,"F",32,"S",35000,0.52178,"Y",1
"1360",1480,"S",15000,"F",39,"P",2500,0.39966,"Y",1
"1361",1481,"S",25000,"F",31,"P",7500,1.50986,"Y",1
"1362",1482,"S",25000,"F",57,"P",7500,1.54731,"U",NA
"1363",1483,"S",25000,"M",28,"P",15000,0.67731,"U",NA
"1364",1484,"S",25000,"M",33,"P",15000,-0.82779,"U",NA
"1365",1485,"S",25000,"M",63,"S",35000,1.01347,"Y",1
"1366",1486,"S",25000,"F",36,"P",15000,0.49424,"U",NA
"1367",1487,"S",25000,"M",52,"S",7500,0.77456,"Y",1
"1368",1488,"S",25000,"F",44,"P",35000,0.52212,"Y",1
"1369",1489,"S",25000,"M",19,"S",2500,1.40641,"U",NA
"1370",1490,"S",25000,"F",27,"S",35000,0.92562,"A",NA
"1371",1491,"S",25000,"F",29,"S",2500,-1.25656,"U",NA
"1372",1493,"S",25000,"M",24,"P",2500,-1.25656,"U",NA
"1373",1494,"S",25000,"F",59,"P",7500,-1.29617,"Y",1
"1374",1495,"S",25000,"F",31,"S",15000,1.00888,"Y",1
"1375",1496,"S",25000,"F",45,"S",7500,1.09242,"Y",1
"1376",1497,"S",25000,"F",19,"PS",15000,-0.14866,"A",NA
"1377",1498,"S",25000,"M",37,"PS",7500,-0.61342,"N",0
"1378",1499,"S",25000,"M",36,"S",7500,0.84092,"A",NA
"1379",1500,"S",25000,"M",21,"P",7500,0.73054,"Y",1
"1380",1501,"S",125000,"F",59,"P",15000,-0.89099,"U",NA
"1381",1502,"S",125000,"F",32,"PS",35000,1.06803,"Y",1
"1382",1503,"S",125000,"M",47,"P",35000,-1.18323,"N",0
"1383",1504,"S",125000,"M",18,"S",35000,-0.92939,"N",0
"1384",1505,"S",125000,"M",34,"S",15000,-0.75084,"N",0
"1385",1507,"S",125000,"F",24,"S",35000,-1.25795,"N",0
"1386",1509,"S",125000,"F",52,"P",35000,1.09454,"Y",1
"1387",1510,"S",125000,"F",54,"P",35000,1.34252,"Y",1
"1388",1511,"S",125000,"F",45,"P",2500,1.27772,"U",NA
"1389",1512,"S",125000,"F",32,"P",7500,-0.0968,"U",NA
"1390",1513,"S",125000,"M",40,"P",7500,0.70614,"U",NA
"1391",1514,"S",125000,"M",34,"P",7500,-0.84411,"N",0
"1392",1515,"S",125000,"M",44,"P",15000,-0.12988,"A",NA
"1393",1516,"S",125000,"M",39,"S",75000,-1.14049,"N",0
"1394",1517,"S",125000,"F",40,"S",125000,0.14576,"A",NA
"1395",1518,"S",125000,"F",55,"P",2500,-1.00723,"N",0
"1396",1519,"S",125000,"F",21,"P",15000,0.11541,"Y",1
"1397",1520,"S",125000,"M",18,"S",7500,-1.15309,"N",0
"1398",1521,"S",125000,"M",70,"S",75000,1.05894,"Y",1
"1399",1522,"S",125000,"F",31,"S",125000,1.43203,"Y",1
"1400",1523,"S",125000,"F",35,"PS",75000,1.03393,"Y",1
"1401",1524,"S",125000,"F",40,"S",35000,0.43786,"Y",1
"1402",1525,"S",125000,"M",27,"PS",125000,-0.32494,"N",0
"1403",1526,"S",125000,"F",55,"P",15000,-0.36459,"A",NA
"1404",1527,"S",125000,"F",28,"P",15000,1.49187,"Y",1
"1405",1528,"S",125000,"F",41,"P",15000,-0.66172,"N",0
"1406",1529,"S",125000,"M",36,"P",75000,0.84959,"U",NA
"1407",1530,"S",125000,"M",19,"S",7500,-0.17095,"Y",1
"1408",1531,"S",125000,"F",29,"S",15000,-1.07733,"U",NA
"1409",1532,"S",125000,"M",47,"S",35000,1.43203,"Y",1
"1410",1533,"S",125000,"M",30,"S",15000,-0.93468,"N",0
"1411",1534,"S",125000,"M",22,"S",15000,-1.18993,"N",0
"1412",1535,"S",125000,"F",43,"S",15000,1.03251,"Y",1
"1413",1536,"S",125000,"F",67,"P",15000,1.00184,"Y",1
"1414",1537,"S",125000,"M",22,"S",35000,-0.84201,"N",0
"1415",1538,"S",125000,"F",29,"P",7500,1.44774,"Y",1
"1416",1539,"S",125000,"F",24,"S",35000,1.24184,"Y",1
"1417",1540,"S",125000,"M",49,"P",35000,1.5877,"Y",1
"1418",1542,"S",15000,"F",21,"P",7500,-1.14317,"N",0
"1419",1543,"S",15000,"F",58,"P",15000,1.32577,"Y",1
"1420",1545,"S",15000,"M",62,"S",35000,1.12272,"Y",1
"1421",1546,"S",15000,"M",47,"S",125000,0.66292,"Y",1
"1422",1547,"S",15000,"M",23,"S",15000,-1.00193,"N",0
"1423",1548,"S",15000,"M",66,"P",7500,1.17153,"U",NA
"1424",1549,"S",15000,"F",30,"S",7500,0.99168,"Y",1
"1425",1550,"S",15000,"F",36,"PS",75000,1.47693,"Y",1
"1426",1551,"S",15000,"M",29,"P",15000,1.3991,"U",NA
"1427",1552,"S",15000,"F",31,"P",15000,1.31661,"Y",1
"1428",1553,"S",15000,"M",58,"P",2500,-0.76995,"U",NA
"1429",1554,"S",15000,"F",57,"P",7500,-1.22954,"U",NA
"1430",1555,"S",15000,"M",26,"P",2500,-1.15762,"N",0
"1431",1557,"S",15000,"F",25,"S",200000,1.5877,"U",NA
"1432",1558,"S",15000,"F",48,"P",75000,1.5877,"Y",1
"1433",1559,"S",15000,"M",60,"P",15000,1.16179,"Y",1
"1434",1560,"S",15000,"F",27,"P",7500,1.35,"N",0
"1435",1561,"S",125000,"F",44,"S",7500,-0.6549,"N",0
"1436",1562,"S",125000,"F",22,"S",7500,-1.10678,"N",0
"1437",1563,"S",125000,"M",63,"P",35000,1.32162,"Y",1
"1438",1564,"S",125000,"M",28,"S",35000,0.1252,"Y",1
"1439",1565,"S",125000,"M",27,"PS",35000,-0.99172,"N",0
"1440",1566,"S",125000,"F",24,"S",75000,1.37068,"Y",1
"1441",1567,"S",125000,"M",32,"S",15000,-1.18173,"N",0
"1442",1568,"S",125000,"F",25,"P",7500,-0.70047,"N",0
"1443",1570,"S",125000,"M",39,"P",7500,0.40746,"U",NA
"1444",1571,"S",125000,"M",31,"P",75000,1.15958,"U",NA
"1445",1572,"S",125000,"M",41,"S",15000,0.99704,"N",0
"1446",1574,"S",125000,"M",42,"PS",125000,0.12256,"A",NA
"1447",1575,"S",125000,"F",41,"P",15000,1.20579,"U",NA
"1448",1576,"S",125000,"F",49,"P",35000,1.23693,"Y",1
"1449",1577,"S",125000,"M",39,"PS",75000,-0.83444,"N",0
"1450",1578,"S",125000,"F",25,"S",35000,0.29024,"Y",1
"1451",1579,"S",125000,"M",20,"S",35000,-0.42725,"Y",1
"1452",1580,"S",125000,"F",39,"P",75000,-0.11784,"Y",1
"1453",1582,"S",25000,"F",22,"PS",15000,1.00318,"Y",1
"1454",1583,"S",25000,"F",41,"P",7500,1.00528,"Y",1
"1455",1584,"S",25000,"M",64,"PS",35000,1.5877,"Y",1
"1456",1585,"S",25000,"M",18,"S",15000,-0.839,"N",0
"1457",1586,"S",25000,"F",19,"S",7500,0.22416,"N",0
"1458",1587,"S",25000,"M",38,"P",15000,1.4029,"Y",1
"1459",1588,"S",25000,"M",23,"S",35000,0.34331,"A",NA
"1460",1589,"S",25000,"M",21,"P",35000,0.74667,"U",NA
"1461",1590,"S",25000,"F",43,"P",2500,-1.26524,"N",0
"1462",1591,"S",25000,"F",51,"P",2500,0.28952,"U",NA
"1463",1592,"S",25000,"M",39,"P",7500,-0.82861,"A",NA
"1464",1593,"S",25000,"M",26,"P",35000,-0.41063,"N",0
"1465",1594,"S",25000,"F",33,"S",35000,0.55175,"Y",1
"1466",1595,"S",25000,"F",55,"P",7500,-1.29617,"U",NA
"1467",1596,"S",25000,"F",40,"P",2500,-0.30396,"Y",1
"1468",1597,"S",25000,"F",70,"P",15000,1.32577,"Y",1
"1469",1598,"S",25000,"F",31,"P",15000,-1.04981,"U",NA
"1470",1599,"S",25000,"M",43,"P",35000,0.61457,"Y",1
"1471",1600,"S",25000,"M",22,"P",15000,1.51655,"Y",1
"1472",1602,"S",25000,"F",24,"S",35000,0.46682,"N",0
"1473",1603,"S",25000,"F",24,"P",35000,-0.25323,"Y",1
"1474",1604,"S",25000,"M",38,"P",35000,0.66157,"Y",1
"1475",1605,"S",25000,"M",25,"S",75000,1.25199,"Y",1
"1476",1606,"S",25000,"M",28,"S",75000,-0.89167,"A",NA
"1477",1607,"S",25000,"M",60,"P",7500,0.34221,"N",0
"1478",1608,"S",25000,"M",27,"S",75000,-0.78296,"U",NA
"1479",1609,"S",25000,"F",37,"S",7500,-1.25899,"Y",1
"1480",1610,"S",25000,"F",26,"P",7500,0.79717,"Y",1
"1481",1611,"S",25000,"M",34,"P",75000,0.31015,"U",NA
"1482",1612,"S",25000,"F",30,"PS",35000,0.44087,"A",NA
"1483",1613,"S",25000,"F",41,"S",35000,0.84982,"A",NA
"1484",1614,"S",25000,"F",37,"P",15000,-0.98021,"U",NA
"1485",1615,"S",25000,"M",39,"S",35000,0.75548,"U",NA
"1486",1616,"S",25000,"M",34,"PS",75000,1.36206,"Y",1
"1487",1617,"S",25000,"M",42,"PS",125000,-1.03027,"N",0
"1488",1618,"S",25000,"F",52,"P",15000,1.31484,"U",NA
"1489",1619,"S",25000,"F",19,"P",15000,0.22425,"U",NA
"1490",1620,"S",25000,"F",37,"PS",35000,-0.16155,"U",NA
"1491",1622,"S",25000,"F",23,"S",15000,-1.18602,"N",0
"1492",1623,"S",25000,"M",32,"S",75000,0.9301,"U",NA
"1493",1624,"S",25000,"M",42,"S",125000,0.67322,"A",NA
"1494",1625,"S",25000,"M",32,"S",35000,0.01598,"U",NA
"1495",1626,"S",25000,"M",45,"P",7500,-1.14952,"N",0
"1496",1627,"S",25000,"F",30,"S",2500,-1.04842,"N",0
"1497",1628,"S",25000,"M",30,"S",2500,1.43653,"Y",1
"1498",1629,"S",25000,"F",66,"P",15000,1.5877,"Y",1
"1499",1630,"S",25000,"F",22,"P",2500,-0.97507,"N",0
"1500",1632,"S",25000,"F",38,"S",35000,-1.045,"N",0
"1501",1633,"S",25000,"M",35,"S",35000,-1.21974,"N",0
"1502",1634,"S",25000,"M",65,"P",15000,-1.29617,"N",0
"1503",1635,"S",25000,"F",28,"S",15000,-0.43759,"A",NA
"1504",1636,"S",25000,"M",59,"S",35000,0.76631,"Y",1
"1505",1637,"S",25000,"M",28,"P",35000,1.27034,"Y",1
"1506",1638,"S",25000,"F",21,"S",35000,0.61585,"Y",1
"1507",1639,"S",25000,"F",52,"P",15000,0.9282,"U",NA
"1508",1640,"S",25000,"F",64,"S",75000,-0.03354,"N",0
"1509",1641,"SA",250000,"M",33,"S",35000,-1.06452,"N",0
"1510",1642,"SA",250000,"M",50,"P",15000,0.45059,"Y",1
"1511",1643,"SA",250000,"F",25,"PS",35000,-1.29617,"N",0
"1512",1644,"SA",250000,"F",55,"S",15000,-1.10897,"N",0
"1513",1645,"SA",250000,"M",27,"PS",35000,0.20291,"Y",1
"1514",1646,"SA",250000,"M",20,"S",15000,-1.05543,"N",0
"1515",1649,"SA",250000,"F",43,"P",35000,0.49878,"U",NA
"1516",1650,"SA",250000,"M",40,"PS",75000,1.24546,"Y",1
"1517",1651,"SA",250000,"F",36,"S",15000,-0.58334,"A",NA
"1518",1652,"SA",250000,"M",45,"P",35000,-1.1113,"N",0
"1519",1654,"SA",250000,"F",23,"S",35000,0.62692,"Y",1
"1520",1656,"SA",250000,"M",28,"PS",75000,-0.93008,"N",0
"1521",1657,"SA",250000,"M",44,"S",75000,1.5877,"Y",1
"1522",1658,"SA",250000,"F",22,"PS",35000,-0.3024,"U",NA
"1523",1659,"SA",250000,"F",45,"P",15000,-0.49024,"Y",1
"1524",1660,"SA",250000,"M",42,"P",7500,-1.12096,"U",NA
"1525",1661,"SA",250000,"F",37,"P",15000,1.44774,"U",NA
"1526",1662,"SA",250000,"F",26,"P",15000,0.30361,"U",NA
"1527",1663,"SA",250000,"M",33,"PS",35000,-0.58329,"N",0
"1528",1664,"SA",250000,"F",45,"S",7500,0.19216,"U",NA
"1529",1665,"SA",250000,"M",53,"PS",35000,-1.034,"N",0
"1530",1666,"SA",250000,"F",24,"PS",35000,-1.29617,"N",0
"1531",1667,"SA",250000,"F",47,"PS",75000,-0.40469,"N",0
"1532",1668,"SA",250000,"F",36,"PS",35000,-1.05877,"N",0
"1533",1670,"SA",250000,"M",45,"PS",125000,1.29875,"Y",1
"1534",1672,"SA",250000,"F",39,"S",125000,1.5877,"Y",1
"1535",1673,"SA",250000,"F",35,"S",35000,-0.75754,"U",NA
"1536",1674,"SA",250000,"F",53,"S",35000,-0.37617,"U",NA
"1537",1675,"SA",250000,"M",20,"S",75000,-0.78955,"N",0
"1538",1676,"SA",250000,"M",50,"P",15000,0.02737,"Y",1
"1539",1677,"SA",250000,"F",67,"P",7500,0.84968,"Y",1
"1540",1678,"SA",250000,"F",30,"S",35000,0.60127,"Y",1
"1541",1679,"SA",250000,"F",65,"P",15000,-1.06347,"N",0
"1542",1680,"SA",250000,"M",33,"S",15000,0.91949,"U",NA
"1543",1681,"SA",250000,"F",57,"P",15000,0.06283,"Y",1
"1544",1682,"SA",250000,"F",21,"PS",35000,-0.36306,"A",NA
"1545",1683,"SA",250000,"M",28,"S",15000,-1.02236,"Y",1
"1546",1685,"SA",250000,"M",36,"PS",15000,-1.15236,"N",0
"1547",1689,"SA",250000,"M",38,"PS",35000,-0.50707,"N",0
"1548",1690,"SA",250000,"F",59,"S",15000,-0.09055,"U",NA
"1549",1691,"SA",250000,"M",32,"S",35000,-0.12109,"U",NA
"1550",1692,"SA",250000,"F",52,"S",15000,-1.10692,"N",0
"1551",1693,"SA",250000,"F",21,"PS",15000,-0.89847,"N",0
"1552",1694,"SA",250000,"F",23,"PS",35000,-1.29617,"N",0
"1553",1695,"SA",250000,"M",36,"S",75000,1.25914,"Y",1
"1554",1696,"SA",250000,"M",65,"P",35000,1.55312,"Y",1
"1555",1698,"SA",250000,"F",47,"S",35000,0.1623,"U",NA
"1556",1699,"SA",250000,"F",32,"P",2500,1.29311,"Y",1
"1557",1701,"SA",250000,"F",44,"PS",125000,1.47615,"Y",1
"1558",1702,"SA",250000,"M",57,"P",35000,-1.29617,"N",0
"1559",1703,"SA",250000,"M",50,"P",15000,0.6546,"Y",1
"1560",1704,"SA",250000,"M",35,"S",35000,0.36224,"U",NA
"1561",1705,"SA",250000,"F",20,"PS",35000,0.88345,"Y",1
"1562",1706,"SA",250000,"F",48,"S",35000,-0.11023,"U",NA
"1563",1707,"SA",250000,"F",33,"S",35000,0.94201,"Y",1
"1564",1708,"SA",250000,"M",20,"S",35000,0.42371,"N",0
"1565",1709,"SA",250000,"M",36,"S",35000,0.35407,"Y",1
"1566",1710,"SA",250000,"M",70,"S",15000,1.4103,"Y",1
"1567",1711,"SA",250000,"M",67,"P",7500,-1.07308,"N",0
"1568",1712,"SA",250000,"M",25,"S",15000,0.02663,"U",NA
"1569",1713,"SA",250000,"M",37,"S",15000,-0.92721,"N",0
"1570",1714,"SA",250000,"F",26,"S",15000,1.36523,"Y",1
"1571",1715,"SA",250000,"F",39,"S",15000,0.63292,"Y",1
"1572",1716,"SA",250000,"M",45,"P",15000,-0.68375,"N",0
"1573",1717,"SA",250000,"M",24,"PS",35000,1.47164,"Y",1
"1574",1718,"SA",250000,"F",32,"P",7500,1.2092,"U",NA
"1575",1719,"SA",250000,"F",45,"P",15000,-1.26247,"N",0
"1576",1720,"SA",250000,"M",50,"P",7500,-1.29617,"N",0
"1577",1721,"SA",250000,"F",40,"P",15000,-0.77529,"U",NA
"1578",1723,"SA",250000,"M",35,"PS",75000,-0.8322,"N",0
"1579",1724,"SA",250000,"M",28,"S",15000,1.37129,"Y",1
"1580",1725,"SA",250000,"M",47,"P",7500,-1.29617,"N",0
"1581",1726,"SA",250000,"M",21,"S",15000,-1.04205,"N",0
"1582",1728,"SA",250000,"F",39,"P",35000,-1.17235,"N",0
"1583",1729,"SA",250000,"F",20,"PS",35000,-0.04348,"N",0
"1584",1730,"SA",250000,"M",63,"P",15000,1.5877,"Y",1
"1585",1731,"SA",250000,"M",32,"S",2500,-0.6265,"N",0
"1586",1733,"SA",250000,"F",43,"P",15000,1.33205,"Y",1
"1587",1734,"SA",250000,"M",30,"S",35000,1.24611,"Y",1
"1588",1735,"SA",250000,"F",20,"S",15000,1.4186,"Y",1
"1589",1736,"SA",250000,"M",56,"P",35000,-0.24431,"U",NA
"1590",1737,"SA",250000,"M",36,"PS",35000,-1.29617,"A",NA
"1591",1738,"SA",250000,"M",27,"PS",35000,-0.76483,"N",0
"1592",1739,"SA",250000,"F",20,"P",7500,0.96737,"Y",1
"1593",1741,"SA",250000,"F",24,"S",7500,-1.29617,"N",0
"1594",1742,"SA",250000,"F",49,"P",35000,-1.06985,"N",0
"1595",1743,"SA",250000,"M",41,"PS",35000,-0.25322,"U",NA
"1596",1744,"SA",250000,"M",18,"S",35000,0.27038,"N",0
"1597",1745,"SA",250000,"F",31,"S",35000,1.6051,"U",NA
"1598",1749,"SA",250000,"M",37,"PS",35000,-0.55383,"N",0
"1599",1750,"SA",250000,"F",22,"S",75000,1.40347,"Y",1
"1600",1751,"SA",250000,"F",55,"S",35000,-0.39484,"U",NA
"1601",1752,"SA",250000,"M",22,"S",35000,-0.19563,"U",NA
"1602",1753,"SA",250000,"M",61,"P",35000,0.46818,"U",NA
"1603",1754,"SA",250000,"M",62,"P",35000,-0.40587,"U",NA
"1604",1756,"SA",250000,"F",27,"P",125000,0.68235,"A",NA
"1605",1757,"SA",250000,"F",19,"S",7500,0.48183,"U",NA
"1606",1758,"SA",250000,"F",46,"S",35000,-1.26441,"A",NA
"1607",1759,"SA",250000,"M",36,"S",15000,-1.1854,"N",0
"1608",1760,"SA",250000,"F",60,"P",35000,0.3834,"Y",1
"1609",1761,"SA",250000,"M",34,"PS",35000,0.54921,"U",NA
"1610",1763,"SA",250000,"M",22,"S",15000,-1.11582,"A",NA
"1611",1764,"SA",250000,"F",47,"P",15000,0.83048,"Y",1
"1612",1765,"SA",250000,"M",43,"S",35000,-0.1826,"N",0
"1613",1766,"SA",250000,"M",49,"P",35000,0.74014,"U",NA
"1614",1767,"SA",250000,"M",57,"P",7500,-1.29617,"N",0
"1615",1768,"SA",250000,"F",37,"S",35000,-0.3003,"U",NA
"1616",1769,"SA",250000,"M",25,"S",35000,-1.29617,"N",0
"1617",1770,"SA",250000,"F",44,"P",15000,1.32555,"Y",1
"1618",1771,"SA",250000,"F",19,"P",15000,-0.47883,"U",NA
"1619",1773,"SA",250000,"M",24,"S",15000,0.72708,"Y",1
"1620",1776,"SA",250000,"F",19,"PS",35000,-0.82327,"N",0
"1621",1778,"SA",250000,"M",18,"S",15000,-1.25656,"N",0
"1622",1779,"SA",250000,"F",38,"P",15000,-1.29617,"N",0
"1623",1780,"SA",250000,"F",36,"S",2500,0.00744,"U",NA
"1624",1781,"SA",250000,"F",69,"P",15000,1.25678,"Y",1
"1625",1782,"SA",250000,"M",21,"PS",75000,0.28707,"Y",1
"1626",1783,"SA",250000,"F",25,"PS",15000,1.09971,"A",NA
"1627",1784,"SA",250000,"M",42,"S",35000,-0.62392,"Y",1
"1628",1786,"SA",250000,"M",49,"S",35000,1.50986,"Y",1
"1629",1788,"SA",250000,"F",40,"S",15000,0.29175,"U",NA
"1630",1790,"SA",250000,"F",53,"PS",15000,-0.27889,"A",NA
"1631",1791,"SA",250000,"M",22,"S",35000,-0.43626,"N",0
"1632",1792,"SA",250000,"M",45,"S",35000,-0.18888,"A",NA
